nav-link href,listing-location,price,bed,bath,listing-floorarea,listing-floorarea 2
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-aquamarine-oleh-vonni-21410668,"Gading Serpong, Tangerang Selatan, Banten","6,9 M",5,5,420 m²,Rp 20.720.721 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-alexandrite-oleh-vonni-21427584,"Gading Serpong, Tangerang Selatan, Banten","4,5 M",3,3,190 m²,Rp 12.747.875 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-vivaldi-oleh-vonni-21427802,"Gading Serpong, Tangerang Selatan, Banten","3,95 M",3,3,132 m²,Rp 30.859.375 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-starling-oleh-vonni-21428329,"Gading Serpong, Tangerang Selatan, Banten","3,3 M",4,3,220 m²,Rp 18.333.333 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-newton-oleh-vonni-21428706,"Gading Serpong, Tangerang Selatan, Banten","3,5 M",3,2,180 m²,Rp 27.777.778 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-di-bsd-city-oleh-vonni-21433154,"Gading Serpong, Tangerang Selatan, Banten","4,5 M",5,4,194 m²,Rp 18.672.199 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-fiordini-oleh-vonni-21433439,"Gading Serpong, Tangerang Selatan, Banten","4,5 M",4,3,160 m²,Rp 16.544.118 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-alexandrite-oleh-vonni-21433524,"Gading Serpong, Tangerang Selatan, Banten","4,5 M",3,3,190 m²,Rp 12.747.875 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-chaceldony-oleh-vonni-21428752,"Gading Serpong, Tangerang Selatan, Banten","4,5 M",3,3,120 m²,Rp 14.062.500 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-naturale-foresta-oleh-vonni-21396610,"BSD, Tangerang Selatan, Banten","2,2 M",5,4,140 m²,Rp 19.642.857 per m²
https://www.rumah.com/listing-properti/dijual-aria-rempoa-oleh-erick-malko-21458462,"Jalan cempaka, Bintaro, Tangerang Selatan, Banten","2,732 M",4,3,112 m²,Rp 28.757.895 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-cluster-darwin-oleh-vonni-21393544,"Gading Serpong, Tangerang Selatan, Banten","3,1 M",5,3,200 m²,Rp 19.135.802 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumh-sekto-7c-oleh-vonni-21390006,"Gading Serpong, Tangerang Selatan, Banten","2,5 M",4,4,150 m²,Rp 16.233.766 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-alam-sutera-oleh-vonni-21387728,"Alam Sutera, Tangerang Selatan, Banten","4,7 M",4,4,400 m²,Rp 23.500.000 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-cluster-edison-oleh-vonni-21389795,"Gading Serpong, Tangerang Selatan, Banten","2,35 M",5,4,128 m²,Rp 19.583.333 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-edision-oleh-vonni-21427848,"Gading Serpong, Tangerang Selatan, Banten","2,5 M",4,3,128 m²,Rp 20.833.333 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-kencana-loka-bsd-oleh-vonni-21387664,"BSD, Tangerang Selatan, Banten","2,4 M",3,2,100 m²,Rp 12.000.000 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepet-cluster-flaminggo-oleh-vonni-21373400,"Jl Gading Serpong, Gading Serpong, Tangerang Selatan, Banten","3,25 M",3,3,160 m²,Rp 25.390.625 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-bagus-dua-lantai-di-graha-raya-bintaro-oleh-amalia-21826337,"Bintaro, Tangerang Selatan, Banten","1,9 M",3,2,150 m²,Rp 16.101.695 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-sektor-8b-oleh-vonni-21371590,"Jl Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",950 jt,2,1,60 m²,Rp 10.555.556 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-sektor-8b-oleh-vonni-21371590,"Jl Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",950 jt,2,1,60 m²,Rp 10.555.556 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-di-sektor-gading-serpong-oleh-vonni-21369130,"Jl Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",875 jt,2,1,36 m²,Rp 12.152.778 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-cluster-verdi-oleh-vonni-21366174,"Jl Gading Sektor, Gading Serpong, Tangerang Selatan, Banten",2 M,3,2,100 m²,Rp 27.777.778 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-cluster-turquoise-oleh-vonni-21382856,"Gading Serpong, Tangerang Selatan, Banten","2,5 M",4,2,135 m²,Rp 19.841.270 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-cluster-trimezia-oleh-vonni-21382482,"Gading Serpong, Tangerang Selatan, Banten",3 M,3,3,240 m²,Rp 25.000.000 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-flamingo-oleh-vonni-21401310,"Gading Serpong, Tangerang Selatan, Banten","3,5 M",5,4,130 m²,Rp 27.343.750 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-amethyst-oleh-vonni-21401271,"Gading Serpong, Tangerang Selatan, Banten","7,5 M",5,7,308 m²,Rp 30.000.000 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-di-sektor-1c-oleh-vonni-21356242,"Jl Sektor Gading Serpong, Gading Serpong, Tangerang Selatan, Banten","1,55 M",2,2,126 m²,Rp 15.500.000 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-di-gading-serpong-oleh-vonni-21358663,"Jl Gading Serpong, Gading Serpong, Tangerang Selatan, Banten","6,9 M",4,4,349 m²,Rp 23.000.000 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-di-sektor-6-oleh-vonni-21401148,"Gading Serpong, Tangerang Selatan, Banten",900 jt,2,1,50 m²,Rp 12.500.000 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-sektor-1a-oleh-vonni-21371898,"Jl Gading Serpong, Gading Serpong, Tangerang Selatan, Banten","3,85 M",4,3,157 m²,Rp 12.833.333 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-cluster-gading-serpong-oleh-vonni-21373542,"Jl Gading Serpong, Gading Serpong, Tangerang Selatan, Banten","3,2 M",3,3,135 m²,Rp 25.000.000 per m²
https://www.rumah.com/listing-properti/dijual-precia-the-eminent-bsd-oleh-deven-baldwin-21233030,"BSD, Tangerang Selatan, Banten",3 M,4,4,144 m²,Rp 25.000.000 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-mewah-di-rawa-buntu-oleh-vonni-21376264,"Serpong, Tangerang Selatan, Banten","5,5 M",6,5,600 m²,Rp 21.825.397 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-di-vanya-park-oleh-vonni-21376293,"BSD, Tangerang Selatan, Banten",990 jt,3,2,90 m²,Rp 30.937.500 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-di-greenwich-oleh-vonni-21376312,"Gading Serpong, Tangerang Selatan, Banten","1,95 M",5,3,120 m²,Rp 26.351.351 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-rainbow-spring-condo-villa-gs-oleh-vonni-21376326,"Gading Serpong, Tangerang Selatan, Banten","2,55 M",4,3,105 m²,Rp 24.285.714 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-cluster-berryl-oleh-vonni-21366581,"Jl Cluster Berryl, Gading Serpong, Tangerang Selatan, Banten","2,5 M",3,3,120 m²,Rp 20.833.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-emerald-bintaro-sektor-9-wd31391-oleh-widya-suci-21826299,"Bintaro, Tangerang Selatan, Banten","2,35 M",3,3,89 m²,Rp 27.976.190 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-graha-raya-carissa-tangerang-selatan-lt-108m2-11-oleh-nia-utania-21826296,"Graha Carissa, Serpong Utara, Tangerang Selatan, Banten","1,7 M",2,1,90 m²,Rp 15.740.741 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-cantik-terawat-2-5-lantai-di-cluster-graha-raya-bintaro-oleh-kristiyanti-21421224,"Cluster Graha Raya Bintaro, Bintaro, Tangerang Selatan, Banten","1,85 M",5,4,150 m²,Rp 18.877.551 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-posisi-hook-puri-bintaro-sektor-9-oleh-kristiyanti-21342996,"Sektor 9, Bintaro, Tangerang Selatan, Banten","3,85 M",5,4,180 m²,Rp 25.163.399 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-luas-dan-furnished-di-cluster-favorite-graha-raya-bintaro-oleh-kristiyanti-21415070,"Cluster Graha Raya Bintaro, Bintaro, Tangerang Selatan, Banten","4,9 M",6,4,365 m²,Rp 17.013.889 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-carport-2-mobil-di-bintaro-oleh-kristiyanti-21585561,"Bintaro, Bintaro, Tangerang Selatan, Banten",675 jt,2,1,50 m²,Rp 8.881.579 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-nyaman-dan-aman-semi-furnish-di-cluster-graha-raya-bintaro-oleh-kristiyanti-21187133,"Graha Bintaro, Bintaro, Tangerang Selatan, Banten","1,8 M",5,4,150 m²,Rp 17.142.857 per m²
https://www.rumah.com/listing-properti/dijual-strozzi-symphonia-summarecon-rumah-3-lantai-full-attic-di-gading-serpong-oleh-dita-paramitha-anggraini-21826242,"Cluster Strozzi Symphonia Gading Serpong, BSD, Tangerang Selatan, Banten","2,495 M",4,3,92 m²,Rp 29.702.381 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-second-lokasi-strategis-harga-all-in-oleh-dwi-danaputra-masli-21125030,"Serpong, Tangerang Selatan, Banten","1,09 M",2,1,41 m²,Rp 15.138.889 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-tanya-luas-di-jalan-pandawa-pamulang-dp-0-banyak-bonus-dan-rewardnya-oleh-ahmad-yusuf-lubis-21783035,"jln Pandawa, Pamulang, Tangerang Selatan, Banten",900 jt,3,3,69 m²,Rp 10.714.286 per m²
https://www.rumah.com/listing-properti/dijual-rumah-ready-siap-huni-lokasi-pamuoang-tangerang-selatan-oleh-ahmad-yusuf-lubis-21784396,"Pondok Benda, Pamulang, Tangerang Selatan, Banten",535 jt,2,1,38 m²,Rp 8.916.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-kpr-cicilan-4-jutaan-di-pamulang-dekat-pasar-dekat-pusat-perbelanjaan-di-pamulang-oleh-ahmad-yusuf-lubis-21784370,"Pondok Benda, Pamulang, Tangerang Selatan, Banten",535 jt,2,1,38 m²,Rp 8.916.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-minimalis-murah-di-pamulang-tangerang-selatan-harga-di-bawah-pasar-oleh-ahmad-yusuf-lubis-21784349,"Pondok Benda, Pamulang, Tangerang Selatan, Banten",535 jt,2,1,38 m²,Rp 8.916.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-di-serpong-paradise-city-hanya-500-jutaan-mojoo-residence-serpong-oleh-bunga-salsabila-21826252,"Serpong paradise city, Serpong, Tangerang Selatan, Banten",500 jt,3,2,55 m²,Rp 8.333.333 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-modern-di-area-bintaro-dekat-stasiun-sudimara-oleh-sabar-20655419,"Jl Jombang Raya Bintaro Ciputat, Ciputat, Tangerang Selatan, Banten","1,43 M",,,94 m²,Rp 20.140.845 per m²
https://www.rumah.com/listing-properti/dijual-rumah-minimalis-kekinian-murah-cicilan-mulai-5jutaan-di-pamulang-oleh-ahmad-yusuf-lubis-21783302,"lele 5, Pamulang, Tangerang Selatan, Banten",899 jt,3,2,65 m²,Rp 14.983.333 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-luas-dan-furnished-di-cluster-favorite-bsd-oleh-kristiyanti-21280493,"BSD, BSD, Tangerang Selatan, Banten","5,2 M",4,4,185 m²,Rp 24.761.905 per m²
https://www.rumah.com/listing-properti/dijual-rumah-bsd-city-murah-dan-jual-cepat-sudah-renovasi-dan-siap-huni-di-alegria-park-oleh-laurentius-hery-21673232,"Alegria Park, Bsd City, BSD, Tangerang Selatan, Banten","2,2 M",3,2,130 m²,Rp 20.952.381 per m²
https://www.rumah.com/listing-properti/dijual-di-jual-rumah-baru-di-nusaloka-bsd-tangerang-selatan-oleh-sandra-19741501,"BSD, Tangerang Selatan, Banten","1,925 M",3,2,130 m²,Rp 19.642.857 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-dalam-cluster-kecil-di-pondok-aren-tangsel-oleh-hersat-19575100,"Jalan Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",890 jt,2,1,50 m²,Rp 11.866.667 per m²
https://www.rumah.com/listing-properti/dijual-perumahan-foresta-bsd-kode101-oleh-fifi-21826190,"Foresta bsd, BSD, Tangerang Selatan, Banten","4,1 M",3,3,255 m²,Rp 20.500.000 per m²
https://www.rumah.com/listing-properti/dijual-bsd-rumah-2-lantai-termurah-hanya-500-jutaan-dekat-stasiun-mojoo-residence-serpong-oleh-bunga-salsabila-21826186,"Bsd, BSD, Tangerang Selatan, Banten",500 jt,3,2,55 m²,Rp 8.333.333 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-2-lt-siap-huni-di-area-bintaro-sektor-9-bintaro-jaya-tangsel-ls-tanah-96-m-oleh-jodi-20590270,"Bintaro, Tangerang Selatan, Banten","1,55 M",3,2,90 m²,Rp 16.145.833 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-harga-murah-di-bintaro-oleh-kristiyanti-21187078,"Bintaro, Bintaro, Tangerang Selatan, Banten",700 jt,2,1,75 m²,Rp 7.777.778 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-di-rempoa-dekat-ke-jaksel-dan-stasiun-mrt-lebak-bulus-oleh-jodi-20121422,"Ciputat Timur, Tangerang Selatan, Banten","2,9 M",5,3,300 m²,Rp 14.500.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-u-ville-bintaro-dekat-stasiun-jurangmangu-dan-kampus-upj-oleh-jodi-21313479,"Ciputat, Tangerang Selatan, Banten","1,2 M",2,1,33 m²,Rp 20.000.000 per m²
https://www.rumah.com/listing-properti/dijual-villa-gunung-lestari-jombang-ciputat-kota-tangsel-oleh-zatu-shabrina-badlyn-21686769,"Jl. Semeru 1 A2 No. 17, jombang, ciputat, Ciputat, Tangerang Selatan, Banten","3,84 M",5,4,200 m²,Rp 14.490.566 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-graha-raya-bintaro-tangerang-selatan-lt-98-m2-11-oleh-nia-utania-21826124,"Graha Raya, Serpong Utara, Tangerang Selatan, Banten","1,55 M",2,1,110 m²,Rp 15.816.327 per m²
https://www.rumah.com/listing-properti/dijual-rumah-cluster-strategis-discovery-aluvia-bintaro-jaya-wd32790-oleh-widya-suci-21826053,"Bintaro, Tangerang Selatan, Banten","2,1 M",2,2,98 m²,Rp 23.333.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-murah-di-serpong-hanya-500-jutaan-mojoo-residence-serpong-oleh-bunga-salsabila-21826080,"Serpong, Serpong, Tangerang Selatan, Banten",500 jt,3,2,55 m²,Rp 8.333.333 per m²
https://www.rumah.com/listing-properti/dijual-griya-loka-bsd-oleh-andreas-kurniawan-21535433,"Jl Wortel No 7 Sektor 1.6 Griya Loka, Serpong, Tangerang Selatan, Banten","1,95 M",4,4,118 m²,Rp 21.666.667 per m²
https://www.rumah.com/listing-properti/dijual-cluster-strozzi-summarecon-serpong-oleh-adrian-ong-21724566,"Serpong, Tangerang Selatan, Banten","2,4 M",3,2,92 m²,Rp 28.571.429 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-cluster-caribbean-at-flaminggo-mewah-dan-ideal-2-lantai-oleh-antoni-21826040,"gading serpong, Pondok Aren, Tangerang Selatan, Banten","2,989 M",4,3,129 m²,Rp 23.351.562 per m²
https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-cluster-at-flaminggo-ideal-sangat-strategis-oleh-antoni-21826042,"gading serpong, Pamulang, Tangerang Selatan, Banten","2,989 M",4,3,129 m²,Rp 23.351.562 per m²
https://www.rumah.com/listing-properti/dijual-serpong-rumah-murah-di-serpong-hanya-500-jutaan-mojoo-residence-serpong-oleh-bunga-salsabila-21826035,"Serpong, Serpong, Tangerang Selatan, Banten",500 jt,3,2,55 m²,Rp 8.333.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-sektor-6-gading-serpong-tangerang-banten-oleh-yenny-21826012,"Sektor 6, Gading Serpong, Tangerang Selatan, Banten",900 jt,2,1,50 m²,Rp 12.500.000 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-murah-cluster-bintaro-dekat-stasiun-oleh-damayanti-21826011,"Bintaro, Tangerang Selatan, Banten","1,67 M",2,1,45 m²,Rp 23.194.444 per m²
https://www.rumah.com/listing-properti/dijual-rumah-gading-serpong-volta-7x17-siap-huni-oleh-jimmy-lee-21825940,"VOLTA, Gading Serpong, Tangerang Selatan, Banten","2,75 M",3,3,132 m²,Rp 23.109.244 per m²
https://www.rumah.com/listing-properti/dijual-bintaro-rumah-2-lantai-termurah-hanya-600-jutaan-dekat-stasiun-d-lavia-residence-bintaro-oleh-bunga-salsabila-21825981,"Bintaro, Bintaro, Tangerang Selatan, Banten",600 jt,3,3,55 m²,Rp 10.000.000 per m²
https://www.rumah.com/listing-properti/dijual-bsd-giriloka-oleh-euis-yulistiani-21112267,"BSD, Tangerang Selatan, Banten","5,5 M",3,4,300 m²,Rp 13.784.461 per m²
https://www.rumah.com/listing-properti/dijual-bsd-foresta-bsd-city-oleh-euis-yulistiani-20990114,"BSD, Tangerang Selatan, Banten",6 M,4,4,290 m²,Rp 23.904.382 per m²
https://www.rumah.com/listing-properti/dijual-neo-catalonia-bsd-city-oleh-euis-yulistiani-21008151,"BSD, Tangerang Selatan, Banten","1,575 M",2,1,55 m²,Rp 11.250.000 per m²
https://www.rumah.com/listing-properti/dijual-greenwich-cluster-bsd-city-oleh-euis-yulistiani-20993814,"BSD, Tangerang Selatan, Banten","5,8 M",4,4,177 m²,Rp 40.277.778 per m²
https://www.rumah.com/listing-properti/dijual-rumah-brand-new-nusaloka-bsd-city-oleh-euis-yulistiani-21008080,"BSD, Tangerang Selatan, Banten","1,45 M",3,2,150 m²,Rp 20.138.889 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-graha-raya-taman-berryl-residence-lt-72-m2-31-oleh-nia-utania-21825975,"Taman Berryl Residence, Serpong Utara, Tangerang Selatan, Banten","1,5 M",3,2,63 m²,Rp 20.833.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-tanah-luas-di-bintaro-jaya-dekat-bintaro-plaza-akses-tol-harganego-oleh-christin-21814326,"Bintaro, Tangerang Selatan, Banten","5,5 M",5,4,300 m²,Rp 13.126.492 per m²
https://www.rumah.com/listing-properti/dijual-bsd-delatinos-oleh-euis-yulistiani-21211401,"BSD, Tangerang Selatan, Banten","2,1 M",3,2,110 m²,Rp 16.666.667 per m²
https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-bsd-hook-dengan-halaman-luas-oleh-indah-ayu-21196383,"BSD, BSD, Tangerang Selatan, Banten","6,5 M",4,3,200 m²,Rp 14.348.786 per m²
https://www.rumah.com/listing-properti/dijual-rumah-town-house-di-cirendeu-dekat-uin-superindo-oleh-euis-yulistiani-20635419,"Jl. Tarumanegara, Ciputat Timur, Tangerang Selatan, Banten","2,2 M",3,4,200 m²,Rp 18.333.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-bintaro-posisi-hook-tanah-luas-dekat-ke-sekolah-jepang-oleh-indah-ayu-21279986,"Bintaro, Bintaro, Tangerang Selatan, Banten","3,8 M",4,4,171 m²,Rp 22.754.491 per m²
https://www.rumah.com/listing-properti/dijual-bsd-delatinos-bsd-oleh-euis-yulistiani-21300769,"BSD, Tangerang Selatan, Banten","1,7 M",3,2,180 m²,Rp 16.190.476 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-gading-serpong-bangunan-baru-3lantai-dalam-cluster-elite-oleh-indah-ayu-21723124,"Gading serpong, Gading Serpong, Tangerang Selatan, Banten","7,9 M",8,6,525 m²,Rp 31.349.206 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-de-latinos-serpong-bsd-sudah-renovasi-siap-huni-oleh-indah-ayu-20216958,"De Latinos Serpong BSD, BSD, Tangerang Selatan, Banten","2,6 M",5,4,180 m²,Rp 20.312.500 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-jual-greenwich-bsd-city-tanah-luas-siap-huni-oleh-indah-ayu-20235720,"Greenwich BSD City, BSD, Tangerang Selatan, Banten","5,5 M",4,4,170 m²,Rp 23.504.274 per m²
https://www.rumah.com/listing-properti/dijual-di-sewakan-rumah-di-bintaro-sektor-8-dekat-taman-menteng-oleh-indah-ayu-20282853,"Graha raya, Bintaro, Tangerang Selatan, Banten",120 jt,4,2,170 m²,Rp 666.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-melati-mas-serpong-bsd-lokasi-strategis-bebas-banjir-oleh-indah-ayu-20259301,"Melati Mas Serpong, BSD, Tangerang Selatan, Banten","1,2 M",4,2,109 m²,Rp 11.009.174 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dengan-tanah-luas-cocok-untuk-usaha-workshop-etc-oleh-euis-yulistiani-21444575,"BSD, Tangerang Selatan, Banten","7,8 M",6,4,340 m²,Rp 4.144.527 per m²
https://www.rumah.com/listing-properti/dijual-rumah-tanah-luas-di-cirendeu-ciputat-timur-oleh-euis-yulistiani-21461455,"Ciputat Timur, Tangerang Selatan, Banten",12 M,4,4,1600 m²,Rp 9.600.000 per m²
https://www.rumah.com/listing-properti/dijual-jual-rumah-di-pondok-aren-oleh-ratih-ratnawulan-21825929,"Jl. Teratai, Pondok Aren, Tangerang Selatan, Banten","1,9 M",3,2,110 m²,Rp 9.500.000 per m²
https://www.rumah.com/listing-properti/dijual-summarecon-the-springs-grisea-oleh-nicholas-19304009,"Jalan Grisea Raya no 1, Gading Serpong, Tangerang Selatan, Banten","5,8 M",5,4,186 m²,Rp 21.804.511 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-bali-view-cirendeu-cipiutat-timur-oleh-euis-yulistiani-19975550,"Ciputat Timur, Tangerang Selatan, Banten","2,2 M",3,2,200 m²,Rp 18.965.517 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-welton-at-hiera-fasilitas-lengkap-nyaman-di-bsd-city-oleh-antoni-21825907,"bsd city, Serpong Utara, Tangerang Selatan, Banten","4,9 M",4,6,255 m²,Rp 34.027.778 per m²
https://www.rumah.com/listing-properti/dijual-disewakan-rumah-luas-di-sektor-9-bintaro-siap-huni-2lantai-oleh-indah-ayu-21689869,"Sektor 9, Bintaro, Tangerang Selatan, Banten",200 jt,4,5,380 m²,Rp 1.000.000 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cluster-cantik-di-graha-raya-oleh-kenny-21311805,"Serpong Utara, Tangerang Selatan, Banten","3,5 M",5,4,163 m²,Rp 14.403.292 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-siap-huni-oleh-dani-21816601,"Pamulang, Tangerang Selatan, Banten",630,2,1,50 m²,Rp 7 per m²
https://www.rumah.com/listing-properti/dijual-the-view-rumah-paling-murah-di-kelas-nya-harga-launching-oleh-rian-21825905,"Jl.lombok, Bintaro, Tangerang Selatan, Banten",932 jt,2,2,72 m²,Rp 15.533.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-bsd-2lantai-dalam-cluster-besar-dekat-stasiun-rawa-buntu-oleh-indah-ayu-21073847,"BSD, BSD, Tangerang Selatan, Banten","3,2 M",3,2,128 m²,Rp 19.753.086 per m²
https://www.rumah.com/listing-properti/dijual-disewakan-cluster-modern-2-tingkat-di-graha-raya-serpong-oleh-kenny-21311446,"Serpong Utara, Tangerang Selatan, Banten",75 jt,3,2,90 m²,Rp 1.056.338 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-di-serpong-park-oleh-kenny-21160240,"Serpong, Tangerang Selatan, Banten",850 jt,2,2,36 m²,Rp 12.878.788 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-dekat-transmart-bintaro-minimalis-modern-2lantai-siap-huni-oleh-indah-ayu-21766313,"Graha bintaro, Bintaro, Tangerang Selatan, Banten","1,75 M",5,3,120 m²,Rp 24.305.556 per m²
https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-2lt-siap-huni-di-pamulang-2km-an-ke-unpam-5km-an-ke-tol-akses-muat-2-mobil-oleh-nur-hayatie-20527545,"Jalan Swadaya, Pamulang, Tangerang Selatan, Banten",795 jt,2,2,65 m²,Rp 9.464.286 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-keren-di-bintaro-hill-residence-oleh-kenny-21055315,"Pondok Aren, Tangerang Selatan, Banten","4,4 M",7,4,320 m²,Rp 16.666.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-bintaro-posisi-hook-design-modern-sangat-nyaman-asri-oleh-indah-ayu-21246125,"Sektor 8 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten","5,9 M",4,5,400 m²,Rp 22.097.378 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-bintaro-sektor-2-oleh-kenny-21004208,"Jl Perkutut, Bintaro, Tangerang Selatan, Banten",4 M,5,6,400 m²,Rp 10.666.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-sultan-full-marmer-import-opsi-pool-the-gramercy-alam-sutera-oleh-meiriska-putri-21663741,"Gramercy Alam Sutera, Alam Sutera, Tangerang Selatan, Banten","21,1 M",6,7,451 m²,Rp 50.238.095 per m²
https://www.rumah.com/listing-properti/dijual-rumah-mewah-de-latinos-bsd-sudah-rapi-siap-huni-oleh-paula-21825878,"BSD, Tangerang Selatan, Banten","5,5 M",4,4,360 m²,Rp 18.333.333 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-bintaro-sektor-2-tangerang-selatan-oleh-artha-20811416,"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten","3,5 M",5,4,250 m²,Rp 11.627.907 per m²
https://www.rumah.com/listing-properti/dijual-jual-rumah-bintaro-sektor-2-oleh-artha-21824826,"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten","3,2 M",5,3,270 m²,Rp 17.777.778 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-ciputat-lebak-bulus-cirendeu-oleh-artha-20946883,"Ciputat Lebak Bulus Cirendeu, Ciputat, Tangerang Selatan, Banten","3,2 M",5,3,250 m²,Rp 5.315.615 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-bintaro-sektor-5-baru-renovasi-siap-huni-oleh-indah-ayu-21189187,"Bintaro, Bintaro, Tangerang Selatan, Banten","2,6 M",3,4,120 m²,Rp 21.666.667 per m²
